/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-23 06:26:50:029 0 sec: 0 operations; est completion in 0 second 
2020-03-23 06:27:00:012 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-23 06:27:10:011 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-23 06:27:20:011 1 sec: 128 operations; 12.8 current ops/sec; est completion in 1 day 5 hours [READ: Count=128, Max=14879, Min=9568, Avg=10129.38, 90=10407, 99=14631, 99.9=14879, 99.99=14879] 
2020-03-23 06:45:10:011 1071 sec: 109287 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20191, Min=9384, Avg=9783.99, 90=9847, 99=10439, 99.9=20111, 99.99=20191] 
2020-03-23 06:45:20:011 1081 sec: 110307 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20095, Min=9392, Avg=9786.9, 90=9831, 99=11999, 99.9=20063, 99.99=20095] 
2020-03-23 06:45:30:011 1091 sec: 111329 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20223, Min=9384, Avg=9777.08, 90=9839, 99=10471, 99.9=20207, 99.99=20223] 
2020-03-23 06:45:40:011 1101 sec: 112355 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20127, Min=9336, Avg=9737.69, 90=9823, 99=10263, 99.9=20063, 99.99=20127] 
2020-03-23 06:45:50:011 1111 sec: 113378 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20223, Min=9264, Avg=9767.41, 90=9831, 99=9999, 99.9=20063, 99.99=20223] 
2020-03-23 06:46:00:011 1121 sec: 114401 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20127, Min=9264, Avg=9764.65, 90=9839, 99=10071, 99.9=20015, 99.99=20127] 
2020-03-23 06:46:10:011 1131 sec: 115424 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20047, Min=9272, Avg=9762.23, 90=9951, 99=10303, 99.9=11935, 99.99=20047] 
2020-03-23 06:46:20:011 1141 sec: 116451 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20191, Min=9136, Avg=9735.11, 90=9823, 99=10023, 99.9=20015, 99.99=20191] 
2020-03-23 06:46:30:011 1151 sec: 117476 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20143, Min=9344, Avg=9742.82, 90=9831, 99=9935, 99.9=19967, 99.99=20143] 
2020-03-23 06:46:40:011 1161 sec: 118496 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20063, Min=9256, Avg=9795.8, 90=9855, 99=11319, 99.9=20031, 99.99=20063] 
2020-03-23 06:46:50:011 1171 sec: 119523 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=19855, Min=9336, Avg=9727.44, 90=9831, 99=9935, 99.9=12015, 99.99=19855] 
2020-03-23 06:47:00:011 1181 sec: 120547 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20191, Min=9016, Avg=9761.79, 90=9831, 99=12039, 99.9=20159, 99.99=20191] 
2020-03-23 06:47:10:011 1191 sec: 121569 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20191, Min=9408, Avg=9774.76, 90=9847, 99=10567, 99.9=20143, 99.99=20191] 
2020-03-23 06:47:20:011 1201 sec: 122589 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20159, Min=9352, Avg=9792.53, 90=9839, 99=11879, 99.9=20079, 99.99=20159] 
2020-03-23 06:47:30:011 1211 sec: 123606 operations; 101.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1017, Max=20143, Min=9392, Avg=9823.41, 90=9855, 99=12047, 99.9=20079, 99.99=20143] 
2020-03-23 06:47:40:011 1221 sec: 124625 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20095, Min=9344, Avg=9805.23, 90=9839, 99=12031, 99.9=20063, 99.99=20095] 
2020-03-23 06:47:50:011 1231 sec: 125644 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20191, Min=9408, Avg=9809.71, 90=9831, 99=12079, 99.9=20143, 99.99=20191] 
2020-03-23 06:48:00:012 1241 sec: 126666 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20735, Min=9392, Avg=9774.82, 90=9831, 99=10527, 99.9=20111, 99.99=20735] 
2020-03-23 06:48:10:011 1251 sec: 127690 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20143, Min=9232, Avg=9753.75, 90=9831, 99=10807, 99.9=20143, 99.99=20143] 
2020-03-23 06:48:20:011 1261 sec: 128712 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20095, Min=9352, Avg=9779.85, 90=9839, 99=11559, 99.9=20015, 99.99=20095] 
2020-03-23 06:48:30:011 1271 sec: 129734 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20207, Min=9352, Avg=9770.32, 90=9839, 99=11727, 99.9=20095, 99.99=20207] 
2020-03-23 06:48:40:011 1281 sec: 130756 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20207, Min=9344, Avg=9781.69, 90=9839, 99=11487, 99.9=20127, 99.99=20207] 
2020-03-23 06:48:50:011 1291 sec: 131775 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20143, Min=9456, Avg=9800.66, 90=9831, 99=12031, 99.9=20127, 99.99=20143] 
2020-03-23 06:49:00:011 1301 sec: 132797 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20095, Min=9344, Avg=9772.33, 90=9839, 99=10415, 99.9=20015, 99.99=20095] 
2020-03-23 06:49:10:011 1311 sec: 133820 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20159, Min=9368, Avg=9772.3, 90=9855, 99=10455, 99.9=20047, 99.99=20159] 
2020-03-23 06:49:20:011 1321 sec: 134843 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20111, Min=9328, Avg=9763.1, 90=9839, 99=10007, 99.9=20079, 99.99=20111] 
2020-03-23 06:49:30:011 1331 sec: 135861 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20143, Min=9320, Avg=9812.9, 90=9847, 99=11959, 99.9=20111, 99.99=20143] 
2020-03-23 06:49:40:011 1341 sec: 136887 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20191, Min=9312, Avg=9737.57, 90=9839, 99=10415, 99.9=11919, 99.99=20191] 
2020-03-23 06:49:50:011 1351 sec: 137911 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20047, Min=9344, Avg=9755.29, 90=9831, 99=10079, 99.9=20015, 99.99=20047] 
2020-03-23 06:50:00:011 1361 sec: 138937 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20191, Min=9056, Avg=9736.49, 90=9831, 99=10247, 99.9=20159, 99.99=20191] 
2020-03-23 06:50:10:011 1371 sec: 139960 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20127, Min=9392, Avg=9772.02, 90=9847, 99=10319, 99.9=20047, 99.99=20127] 
2020-03-23 06:50:20:011 1381 sec: 140978 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20079, Min=9400, Avg=9809.39, 90=9847, 99=11959, 99.9=20015, 99.99=20079] 
2020-03-23 06:50:30:011 1391 sec: 142005 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20191, Min=9368, Avg=9733.91, 90=9831, 99=10007, 99.9=20047, 99.99=20191] 
2020-03-23 06:50:40:011 1401 sec: 143025 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20143, Min=9336, Avg=9789.26, 90=9847, 99=11927, 99.9=20095, 99.99=20143] 
2020-03-23 06:50:50:011 1411 sec: 144046 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20319, Min=9432, Avg=9791.22, 90=9847, 99=11623, 99.9=20143, 99.99=20319] 
2020-03-23 06:51:00:011 1421 sec: 145068 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20143, Min=9376, Avg=9771.1, 90=9839, 99=10399, 99.9=19999, 99.99=20143] 
2020-03-23 06:51:10:011 1431 sec: 146095 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=19919, Min=9368, Avg=9730.07, 90=9839, 99=10215, 99.9=11919, 99.99=19919] 
2020-03-23 06:51:20:011 1441 sec: 147120 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20143, Min=9232, Avg=9743.59, 90=9831, 99=9983, 99.9=20079, 99.99=20143] 
2020-03-23 06:51:30:011 1451 sec: 148134 operations; 101.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1014, Max=20175, Min=9232, Avg=9860.07, 90=9855, 99=19775, 99.9=20175, 99.99=20175] 
2020-03-23 06:51:40:011 1461 sec: 149155 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20031, Min=9360, Avg=9777.79, 90=9839, 99=10511, 99.9=20031, 99.99=20031] 
2020-03-23 06:51:50:011 1471 sec: 150179 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20159, Min=9040, Avg=9760.35, 90=9831, 99=11439, 99.9=20047, 99.99=20159] 
2020-03-23 06:52:00:011 1481 sec: 151203 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20191, Min=9344, Avg=9753.55, 90=9831, 99=10271, 99.9=20015, 99.99=20191] 
2020-03-23 06:52:10:011 1491 sec: 152233 operations; 103 current ops/sec; est completion in 1 day 2 hours [READ: Count=1030, Max=20095, Min=9000, Avg=9701.2, 90=9847, 99=10319, 99.9=20079, 99.99=20095] 
2020-03-23 06:52:20:011 1501 sec: 153272 operations; 103.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1039, Max=20191, Min=8992, Avg=9618.96, 90=9807, 99=10143, 99.9=20127, 99.99=20191] 
2020-03-23 06:52:30:011 1511 sec: 154294 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20159, Min=9352, Avg=9775.28, 90=9839, 99=10215, 99.9=20079, 99.99=20159] 
2020-03-23 06:52:40:011 1521 sec: 155318 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20127, Min=9432, Avg=9762.43, 90=9847, 99=10319, 99.9=20079, 99.99=20127] 
2020-03-23 06:52:50:011 1531 sec: 156338 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20143, Min=9328, Avg=9789.16, 90=9847, 99=11927, 99.9=20111, 99.99=20143] 
2020-03-23 06:53:00:011 1541 sec: 157358 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20127, Min=9400, Avg=9798.4, 90=9847, 99=11951, 99.9=20063, 99.99=20127] 
2020-03-23 06:53:10:011 1551 sec: 158378 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20063, Min=9384, Avg=9791.4, 90=9855, 99=11159, 99.9=19903, 99.99=20063] 
2020-03-23 06:53:20:011 1561 sec: 159403 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20079, Min=9096, Avg=9745.98, 90=9831, 99=9959, 99.9=20063, 99.99=20079] 
2020-03-23 06:53:30:011 1571 sec: 160422 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20207, Min=9256, Avg=9802.6, 90=9847, 99=11935, 99.9=20143, 99.99=20207] 
2020-03-23 06:53:40:011 1581 sec: 161441 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20255, Min=9344, Avg=9805.75, 90=9847, 99=12063, 99.9=20207, 99.99=20255] 
2020-03-23 06:53:50:011 1591 sec: 162471 operations; 103 current ops/sec; est completion in 1 day 2 hours [READ: Count=1031, Max=20095, Min=9072, Avg=9699.65, 90=9823, 99=9895, 99.9=19807, 99.99=20095] 
2020-03-23 06:54:00:011 1601 sec: 163499 operations; 102.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20079, Min=9184, Avg=9726.38, 90=9839, 99=9975, 99.9=19983, 99.99=20079] 
2020-03-23 06:54:10:011 1611 sec: 164519 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20159, Min=9416, Avg=9795.24, 90=9847, 99=11991, 99.9=20143, 99.99=20159] 
2020-03-23 06:54:20:011 1621 sec: 165541 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20127, Min=9376, Avg=9776.68, 90=9839, 99=11327, 99.9=20079, 99.99=20127] 
2020-03-23 06:54:30:011 1631 sec: 166567 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20111, Min=9392, Avg=9737.65, 90=9839, 99=9951, 99.9=20031, 99.99=20111] 
2020-03-23 06:54:40:011 1641 sec: 167585 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20207, Min=9352, Avg=9810.98, 90=9871, 99=11927, 99.9=20191, 99.99=20207] 
2020-03-23 06:54:50:013 1651 sec: 168608 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20543, Min=9408, Avg=9763.5, 90=9887, 99=10087, 99.9=12039, 99.99=20543] 
2020-03-23 06:55:00:011 1661 sec: 169633 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20223, Min=9104, Avg=9753.89, 90=9847, 99=10423, 99.9=20191, 99.99=20223] 
2020-03-23 06:55:10:011 1671 sec: 170653 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20127, Min=9296, Avg=9788.22, 90=9871, 99=11751, 99.9=20111, 99.99=20127] 
2020-03-23 06:55:20:011 1681 sec: 171679 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20063, Min=9400, Avg=9744.29, 90=9831, 99=10047, 99.9=20047, 99.99=20063] 
2020-03-23 06:55:30:011 1691 sec: 172700 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20047, Min=9360, Avg=9784.47, 90=9831, 99=11799, 99.9=20015, 99.99=20047] 
2020-03-23 06:55:40:011 1701 sec: 173713 operations; 101.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1013, Max=20207, Min=9344, Avg=9863.92, 90=9847, 99=19679, 99.9=20095, 99.99=20207] 
2020-03-23 06:55:50:011 1711 sec: 174739 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20127, Min=9256, Avg=9735.63, 90=9831, 99=9935, 99.9=19967, 99.99=20127] 
2020-03-23 06:56:00:011 1721 sec: 175767 operations; 102.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1028, Max=20239, Min=9032, Avg=9714.97, 90=9831, 99=10591, 99.9=20127, 99.99=20239] 
2020-03-23 06:56:10:011 1731 sec: 176786 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20143, Min=9096, Avg=9812.45, 90=9863, 99=11999, 99.9=20127, 99.99=20143] 
2020-03-23 06:56:20:011 1741 sec: 177813 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20047, Min=9336, Avg=9729.22, 90=9831, 99=9927, 99.9=20047, 99.99=20047] 
2020-03-23 06:56:30:011 1751 sec: 178834 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20095, Min=9240, Avg=9781.96, 90=9831, 99=11287, 99.9=20015, 99.99=20095] 
2020-03-23 06:56:40:011 1761 sec: 179857 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20143, Min=9168, Avg=9761.52, 90=9831, 99=10583, 99.9=20063, 99.99=20143] 
2020-03-23 06:56:50:011 1771 sec: 180881 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20207, Min=8968, Avg=9766.08, 90=9839, 99=11927, 99.9=20143, 99.99=20207] 
2020-03-23 06:57:00:011 1781 sec: 181903 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20079, Min=9224, Avg=9768.56, 90=9847, 99=10367, 99.9=20015, 99.99=20079] 
2020-03-23 06:57:10:011 1791 sec: 182927 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=19983, Min=9384, Avg=9757.25, 90=9847, 99=10183, 99.9=19791, 99.99=19983] 
2020-03-23 06:57:20:011 1801 sec: 183954 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20031, Min=9392, Avg=9733.64, 90=9831, 99=10079, 99.9=12215, 99.99=20031] 
2020-03-23 06:57:30:011 1811 sec: 184978 operations; 102.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1024, Max=20111, Min=9288, Avg=9751.67, 90=9831, 99=10303, 99.9=20047, 99.99=20111] 
2020-03-23 06:57:40:011 1821 sec: 185998 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=13511, Min=9448, Avg=9798.61, 90=9991, 99=10415, 99.9=11975, 99.99=13511] 
2020-03-23 06:57:50:011 1831 sec: 187014 operations; 101.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1016, Max=11855, Min=9512, Avg=9830.03, 90=10015, 99=10111, 99.9=10295, 99.99=11855] 
2020-03-23 06:58:00:011 1841 sec: 188033 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=11639, Min=9376, Avg=9806.88, 90=10007, 99=10111, 99.9=11007, 99.99=11639] 
2020-03-23 06:58:10:011 1851 sec: 189049 operations; 101.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1016, Max=11295, Min=9312, Avg=9831.96, 90=10023, 99=10175, 99.9=10575, 99.99=11295] 
2020-03-23 06:58:20:011 1861 sec: 190065 operations; 101.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1016, Max=11271, Min=9432, Avg=9841.53, 90=10039, 99=10127, 99.9=10223, 99.99=11271] 
2020-03-23 06:58:30:011 1871 sec: 191085 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=11455, Min=9264, Avg=9796.17, 90=10007, 99=10127, 99.9=10255, 99.99=11455] 
2020-03-23 06:58:40:011 1881 sec: 192101 operations; 101.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1016, Max=11607, Min=9496, Avg=9832.67, 90=10023, 99=10183, 99.9=10655, 99.99=11607] 
2020-03-23 06:58:50:011 1891 sec: 193114 operations; 101.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1013, Max=12175, Min=9512, Avg=9862.42, 90=10039, 99=10119, 99.9=10263, 99.99=12175] 
2020-03-23 06:59:00:011 1901 sec: 194130 operations; 101.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1016, Max=11487, Min=9440, Avg=9833.69, 90=10015, 99=10119, 99.9=10919, 99.99=11487] 
2020-03-23 06:59:10:011 1911 sec: 195145 operations; 101.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1015, Max=10671, Min=9448, Avg=9840.07, 90=10023, 99=10135, 99.9=10527, 99.99=10671] 
2020-03-23 06:59:20:011 1921 sec: 196165 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=11647, Min=9424, Avg=9794.79, 90=9967, 99=10071, 99.9=10199, 99.99=11647] 
2020-03-23 06:59:30:011 1931 sec: 197186 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20111, Min=9232, Avg=9785.98, 90=9839, 99=12007, 99.9=20015, 99.99=20111] 
2020-03-23 06:59:40:011 1941 sec: 198208 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20047, Min=9448, Avg=9783.23, 90=9847, 99=10551, 99.9=20015, 99.99=20047] 
2020-03-23 06:59:50:011 1951 sec: 199239 operations; 103.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1031, Max=19967, Min=9184, Avg=9684.07, 90=9815, 99=9919, 99.9=12071, 99.99=19967] 
2020-03-23 07:00:00:011 1961 sec: 200257 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20223, Min=9368, Avg=9818.32, 90=9831, 99=12039, 99.9=20095, 99.99=20223] 
2020-03-23 07:00:10:011 1971 sec: 201285 operations; 102.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1028, Max=20127, Min=8992, Avg=9717.84, 90=9831, 99=10207, 99.9=20031, 99.99=20127] 
2020-03-23 07:00:20:011 1981 sec: 202304 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20095, Min=9224, Avg=9802.8, 90=9839, 99=11983, 99.9=20079, 99.99=20095] 
2020-03-23 07:00:30:011 1991 sec: 203326 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=21887, Min=9344, Avg=9776.34, 90=9831, 99=10199, 99.9=20111, 99.99=21887] 
2020-03-23 07:00:40:011 2001 sec: 204352 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=20111, Min=9136, Avg=9744.95, 90=9823, 99=10543, 99.9=20063, 99.99=20111] 
2020-03-23 07:00:50:011 2011 sec: 205370 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20127, Min=9368, Avg=9805.76, 90=9839, 99=11999, 99.9=20063, 99.99=20127] 
2020-03-23 07:01:00:011 2021 sec: 206389 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20207, Min=9144, Avg=9807.49, 90=9847, 99=12055, 99.9=20127, 99.99=20207] 
2020-03-23 07:01:10:011 2031 sec: 207409 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20127, Min=9328, Avg=9795.36, 90=9847, 99=11919, 99.9=20127, 99.99=20127] 
2020-03-23 07:01:20:011 2041 sec: 208430 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20191, Min=9400, Avg=9782.97, 90=9839, 99=11111, 99.9=19999, 99.99=20191] 
2020-03-23 07:01:30:011 2051 sec: 209451 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20143, Min=9256, Avg=9789.81, 90=9839, 99=12007, 99.9=20111, 99.99=20143] 
2020-03-23 07:01:40:011 2061 sec: 210478 operations; 102.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1027, Max=20207, Min=9112, Avg=9727.48, 90=9823, 99=10751, 99.9=20127, 99.99=20207] 
Maximum time elapsed. Requesting stop for the workload.
Stop requested for workload. Now Joining!
2020-03-23 07:01:50:011 2071 sec: 211503 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20063, Min=9128, Avg=9748.48, 90=9823, 99=9951, 99.9=20063, 99.99=20063] 
2020-03-23 07:01:50:277 2071 sec: 211504 operations; 3.76 current ops/sec; est completion in 1 day 2 hours [READ: Count=1, Max=9663, Min=9656, Avg=9660, 90=9663, 99=9663, 99.9=9663, 99.99=9663] [CLEANUP: Count=1, Max=260095, Min=259968, Avg=260032, 90=260095, 99=260095, 99.9=260095, 99.99=260095] 
[OVERALL], RunTime(ms), 2071627
[OVERALL], Throughput(ops/sec), 102.09559925604368
[TOTAL_GCS_PS_Scavenge], Count, 166
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 276
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.01332286169276612
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 166
[TOTAL_GC_TIME], Time(ms), 276
[TOTAL_GC_TIME_%], Time(%), 0.01332286169276612
[READ], Operations, 211504
[READ], AverageLatency(us), 9780.93965125955
[READ], MinLatency(us), 8968
[READ], MaxLatency(us), 21887
[READ], 95thPercentileLatency(us), 9983
[READ], 99thPercentileLatency(us), 10351
[READ], Return=OK, 211504
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 260032.0
[CLEANUP], MinLatency(us), 259968
[CLEANUP], MaxLatency(us), 260095
[CLEANUP], 95thPercentileLatency(us), 260095
[CLEANUP], 99thPercentileLatency(us), 260095
